instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,recency,frequency,monetary
529,2012-06-12,summer,2012,June,non holiday,tuesday,working day,"Mist, Cloudy",0.653333,0.597875,0.833333,0.214546,477,4495,4972,202,1,22349140
530,2012-06-13,summer,2012,June,non holiday,wednesday,working day,"Clear, Partly cloudy",0.655833,0.611117,0.582083,0.343279,1173,6248,7421,201,1,46366408
531,2012-06-14,summer,2012,June,non holiday,thursday,working day,"Clear, Partly cloudy",0.648333,0.624383,0.569583,0.253733,1180,6183,7363,200,1,45525429
532,2012-06-15,summer,2012,June,non holiday,friday,working day,"Clear, Partly cloudy",0.639167,0.599754,0.589583,0.176617,1563,6102,7665,199,1,46771830
533,2012-06-16,summer,2012,June,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.631667,0.594708,0.504167,0.166667,2963,4739,7702,198,1,36499778
534,2012-06-17,summer,2012,June,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.5925,0.571975,0.59875,0.144904,2634,4344,6978,197,1,30312432
535,2012-06-18,summer,2012,June,non holiday,monday,working day,"Mist, Cloudy",0.568333,0.544842,0.777917,0.174746,653,4446,5099,196,1,22670154
536,2012-06-19,summer,2012,June,non holiday,tuesday,working day,"Clear, Partly cloudy",0.688333,0.654692,0.69,0.148017,968,5857,6825,195,1,39974025
537,2012-06-20,summer,2012,June,non holiday,wednesday,working day,"Clear, Partly cloudy",0.7825,0.720975,0.592083,0.113812,872,5339,6211,194,1,33160529
538,2012-06-21,fall,2012,June,non holiday,thursday,working day,"Clear, Partly cloudy",0.805833,0.752542,0.567917,0.118787,778,5127,5905,193,1,30274935
539,2012-06-22,fall,2012,June,non holiday,friday,working day,"Clear, Partly cloudy",0.7775,0.724121,0.57375,0.182842,964,4859,5823,192,1,28293957
540,2012-06-23,fall,2012,June,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.731667,0.652792,0.534583,0.179721,2657,4801,7458,191,1,35805858
541,2012-06-24,fall,2012,June,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.743333,0.674254,0.479167,0.145525,2551,4340,6891,190,1,29906940
542,2012-06-25,fall,2012,June,non holiday,monday,working day,"Clear, Partly cloudy",0.715833,0.654042,0.504167,0.300383,1139,5640,6779,189,1,38233560
543,2012-06-26,fall,2012,June,non holiday,tuesday,working day,"Clear, Partly cloudy",0.630833,0.594704,0.373333,0.347642,1077,6365,7442,188,1,47368330
544,2012-06-27,fall,2012,June,non holiday,wednesday,working day,"Clear, Partly cloudy",0.6975,0.640792,0.36,0.271775,1077,6258,7335,187,1,45902430
545,2012-06-28,fall,2012,June,non holiday,thursday,working day,"Clear, Partly cloudy",0.749167,0.675512,0.4225,0.17165,921,5958,6879,186,1,40985082
546,2012-06-29,fall,2012,June,non holiday,friday,working day,"Clear, Partly cloudy",0.834167,0.786613,0.48875,0.165417,829,4634,5463,185,1,25315542
547,2012-06-30,fall,2012,June,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.765,0.687508,0.60125,0.161071,1455,4232,5687,184,1,24067384
548,2012-07-01,fall,2012,July,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.815833,0.750629,0.51875,0.168529,1421,4110,5531,183,1,22732410
549,2012-07-02,fall,2012,July,non holiday,monday,working day,"Clear, Partly cloudy",0.781667,0.702038,0.447083,0.195267,904,5323,6227,182,1,33146321
550,2012-07-03,fall,2012,July,non holiday,tuesday,working day,"Clear, Partly cloudy",0.780833,0.70265,0.492083,0.126237,1052,5608,6660,181,1,37349280
551,2012-07-04,fall,2012,July,holiday,wednesday,weekend/holiday,"Clear, Partly cloudy",0.789167,0.732337,0.53875,0.13495,2562,4841,7403,180,1,35837923
552,2012-07-05,fall,2012,July,non holiday,thursday,working day,"Clear, Partly cloudy",0.8275,0.761367,0.457917,0.194029,1405,4836,6241,179,1,30181476
553,2012-07-06,fall,2012,July,non holiday,friday,working day,"Clear, Partly cloudy",0.828333,0.752533,0.450833,0.146142,1366,4841,6207,178,1,30048087
554,2012-07-07,fall,2012,July,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.861667,0.804913,0.492083,0.163554,1448,3392,4840,177,1,16417280
555,2012-07-08,fall,2012,July,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.8225,0.790396,0.57375,0.125629,1203,3469,4672,176,1,16207168
556,2012-07-09,fall,2012,July,non holiday,monday,working day,"Mist, Cloudy",0.710833,0.654054,0.683333,0.180975,998,5571,6569,175,1,36595899
557,2012-07-10,fall,2012,July,non holiday,tuesday,working day,"Mist, Cloudy",0.720833,0.664796,0.6675,0.151737,954,5336,6290,174,1,33563440
558,2012-07-11,fall,2012,July,non holiday,wednesday,working day,"Clear, Partly cloudy",0.716667,0.650271,0.633333,0.151733,975,6289,7264,173,1,45683296
559,2012-07-12,fall,2012,July,non holiday,thursday,working day,"Clear, Partly cloudy",0.715833,0.654683,0.529583,0.146775,1032,6414,7446,172,1,47758644
560,2012-07-13,fall,2012,July,non holiday,friday,working day,"Mist, Cloudy",0.731667,0.667933,0.485833,0.08085,1511,5988,7499,171,1,44904012
561,2012-07-14,fall,2012,July,non holiday,saturday,weekend/holiday,"Mist, Cloudy",0.703333,0.666042,0.699167,0.143679,2355,4614,6969,170,1,32154966
562,2012-07-15,fall,2012,July,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.745833,0.705196,0.717917,0.166667,1920,4111,6031,169,1,24793441
563,2012-07-16,fall,2012,July,non holiday,monday,working day,"Clear, Partly cloudy",0.763333,0.724125,0.645,0.164187,1088,5742,6830,168,1,39217860
564,2012-07-17,fall,2012,July,non holiday,tuesday,working day,"Clear, Partly cloudy",0.818333,0.755683,0.505833,0.114429,921,5865,6786,167,1,39799890
565,2012-07-18,fall,2012,July,non holiday,wednesday,working day,"Clear, Partly cloudy",0.793333,0.745583,0.577083,0.137442,799,4914,5713,166,1,28073682
566,2012-07-19,fall,2012,July,non holiday,thursday,working day,"Clear, Partly cloudy",0.77,0.714642,0.600417,0.165429,888,5703,6591,165,2,37588473
567,2012-07-20,fall,2012,July,non holiday,friday,working day,"Mist, Cloudy",0.665833,0.613025,0.844167,0.208967,747,5123,5870,164,1,30072010
568,2012-07-21,fall,2012,July,non holiday,saturday,weekend/holiday,"Light Snow, Light Rain",0.595833,0.549912,0.865417,0.2133,1264,3195,4459,163,2,14246505
569,2012-07-22,fall,2012,July,non holiday,sunday,weekend/holiday,"Mist, Cloudy",0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,162,1,36057060
570,2012-07-23,fall,2012,July,non holiday,monday,working day,"Clear, Partly cloudy",0.741667,0.690017,0.694167,0.138683,1135,5831,6966,161,1,40618746
571,2012-07-24,fall,2012,July,non holiday,tuesday,working day,"Clear, Partly cloudy",0.750833,0.70645,0.655,0.211454,1140,6452,7592,160,1,48983584
572,2012-07-25,fall,2012,July,non holiday,wednesday,working day,"Clear, Partly cloudy",0.724167,0.654054,0.45,0.1648,1383,6790,8173,159,1,55494670
573,2012-07-26,fall,2012,July,non holiday,thursday,working day,"Clear, Partly cloudy",0.776667,0.739263,0.596667,0.284813,1036,5825,6861,158,1,39965325
574,2012-07-27,fall,2012,July,non holiday,friday,working day,"Clear, Partly cloudy",0.781667,0.734217,0.594583,0.152992,1259,5645,6904,157,1,38973080
575,2012-07-28,fall,2012,July,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.755833,0.697604,0.613333,0.15735,2234,4451,6685,156,1,29754935
576,2012-07-29,fall,2012,July,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.721667,0.667933,0.62375,0.170396,2153,4444,6597,155,1,29317068
577,2012-07-30,fall,2012,July,non holiday,monday,working day,"Clear, Partly cloudy",0.730833,0.684987,0.66875,0.153617,1040,6065,7105,154,1,43091825
578,2012-07-31,fall,2012,July,non holiday,tuesday,working day,"Clear, Partly cloudy",0.713333,0.662896,0.704167,0.165425,968,6248,7216,153,1,45085568
579,2012-08-01,fall,2012,August,non holiday,wednesday,working day,"Clear, Partly cloudy",0.7175,0.667308,0.6775,0.141179,1074,6506,7580,152,1,49315480
580,2012-08-02,fall,2012,August,non holiday,thursday,working day,"Clear, Partly cloudy",0.7525,0.707088,0.659583,0.129354,983,6278,7261,151,1,45584558
581,2012-08-03,fall,2012,August,non holiday,friday,working day,"Mist, Cloudy",0.765833,0.722867,0.6425,0.215792,1328,5847,7175,150,1,41952225
582,2012-08-04,fall,2012,August,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.793333,0.751267,0.613333,0.257458,2345,4479,6824,149,2,30564696
583,2012-08-05,fall,2012,August,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.769167,0.731079,0.6525,0.290421,1707,3757,5464,148,1,20528248
584,2012-08-06,fall,2012,August,non holiday,monday,working day,"Mist, Cloudy",0.7525,0.710246,0.654167,0.129354,1233,5780,7013,147,1,40535140
585,2012-08-07,fall,2012,August,non holiday,tuesday,working day,"Mist, Cloudy",0.735833,0.697621,0.70375,0.116908,1278,5995,7273,146,1,43601635
586,2012-08-08,fall,2012,August,non holiday,wednesday,working day,"Mist, Cloudy",0.75,0.707717,0.672917,0.1107,1263,6271,7534,145,2,47245714
587,2012-08-09,fall,2012,August,non holiday,thursday,working day,"Clear, Partly cloudy",0.755833,0.699508,0.620417,0.1561,1196,6090,7286,144,1,44371740
588,2012-08-10,fall,2012,August,non holiday,friday,working day,"Mist, Cloudy",0.715833,0.667942,0.715833,0.238813,1065,4721,5786,143,1,27315706
589,2012-08-11,fall,2012,August,non holiday,saturday,weekend/holiday,"Mist, Cloudy",0.6925,0.638267,0.732917,0.206479,2247,4052,6299,142,1,25523548
590,2012-08-12,fall,2012,August,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.700833,0.644579,0.530417,0.122512,2182,4362,6544,141,1,28544928
591,2012-08-13,fall,2012,August,non holiday,monday,working day,"Clear, Partly cloudy",0.720833,0.662254,0.545417,0.136212,1207,5676,6883,140,2,39067908
592,2012-08-14,fall,2012,August,non holiday,tuesday,working day,"Clear, Partly cloudy",0.726667,0.676779,0.686667,0.169158,1128,5656,6784,139,1,38370304
593,2012-08-15,fall,2012,August,non holiday,wednesday,working day,"Clear, Partly cloudy",0.706667,0.654037,0.619583,0.169771,1198,6149,7347,138,1,45176703
594,2012-08-16,fall,2012,August,non holiday,thursday,working day,"Clear, Partly cloudy",0.719167,0.654688,0.519167,0.141796,1338,6267,7605,137,1,47660535
595,2012-08-17,fall,2012,August,non holiday,friday,working day,"Clear, Partly cloudy",0.723333,0.2424,0.570833,0.231354,1483,5665,7148,136,1,40493420
596,2012-08-18,fall,2012,August,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.678333,0.618071,0.603333,0.177867,2827,5038,7865,135,1,39623870
597,2012-08-19,fall,2012,August,non holiday,sunday,weekend/holiday,"Mist, Cloudy",0.635833,0.603554,0.711667,0.08645,1208,3341,4549,134,1,15198209
598,2012-08-20,fall,2012,August,non holiday,monday,working day,"Mist, Cloudy",0.635833,0.595967,0.734167,0.129979,1026,5504,6530,133,1,35941120
599,2012-08-21,fall,2012,August,non holiday,tuesday,working day,"Clear, Partly cloudy",0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,132,1,41510550
600,2012-08-22,fall,2012,August,non holiday,wednesday,working day,"Clear, Partly cloudy",0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,131,1,46322375
601,2012-08-23,fall,2012,August,non holiday,thursday,working day,"Clear, Partly cloudy",0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,130,1,49711530
602,2012-08-24,fall,2012,August,non holiday,friday,working day,"Mist, Cloudy",0.7025,0.6471,0.615,0.0721458,1325,6257,7582,129,1,47440574
603,2012-08-25,fall,2012,August,non holiday,saturday,weekend/holiday,"Mist, Cloudy",0.661667,0.618696,0.712917,0.244408,1829,4224,6053,128,1,25567872
604,2012-08-26,fall,2012,August,non holiday,sunday,weekend/holiday,"Mist, Cloudy",0.653333,0.595996,0.845833,0.228858,1483,3772,5255,127,1,19821860
605,2012-08-27,fall,2012,August,non holiday,monday,working day,"Clear, Partly cloudy",0.703333,0.654688,0.730417,0.128733,989,5928,6917,126,1,41003976
606,2012-08-28,fall,2012,August,non holiday,tuesday,working day,"Clear, Partly cloudy",0.728333,0.66605,0.62,0.190925,935,6105,7040,125,1,42979200
607,2012-08-29,fall,2012,August,non holiday,wednesday,working day,"Clear, Partly cloudy",0.685,0.635733,0.552083,0.112562,1177,6520,7697,124,1,50184440
608,2012-08-30,fall,2012,August,non holiday,thursday,working day,"Clear, Partly cloudy",0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,123,1,50450733
609,2012-08-31,fall,2012,August,non holiday,friday,working day,"Clear, Partly cloudy",0.764167,0.6894,0.5875,0.168533,1433,5917,7350,122,1,43489950
610,2012-09-01,fall,2012,September,non holiday,saturday,weekend/holiday,"Mist, Cloudy",0.753333,0.702654,0.638333,0.113187,2352,3788,6140,121,1,23258320
611,2012-09-02,fall,2012,September,non holiday,sunday,weekend/holiday,"Mist, Cloudy",0.696667,0.649,0.815,0.0640708,2613,3197,5810,120,1,18574570
612,2012-09-03,fall,2012,September,holiday,monday,weekend/holiday,"Clear, Partly cloudy",0.7075,0.661629,0.790833,0.151121,1965,4069,6034,119,1,24552346
613,2012-09-04,fall,2012,September,non holiday,tuesday,working day,"Clear, Partly cloudy",0.725833,0.686888,0.755,0.236321,867,5997,6864,118,1,41163408
614,2012-09-05,fall,2012,September,non holiday,wednesday,working day,"Clear, Partly cloudy",0.736667,0.708983,0.74125,0.187808,832,6280,7112,117,1,44663360
615,2012-09-06,fall,2012,September,non holiday,thursday,working day,"Mist, Cloudy",0.696667,0.655329,0.810417,0.142421,611,5592,6203,116,1,34687176
616,2012-09-07,fall,2012,September,non holiday,friday,working day,"Clear, Partly cloudy",0.703333,0.657204,0.73625,0.171646,1045,6459,7504,115,1,48468336
617,2012-09-08,fall,2012,September,non holiday,saturday,weekend/holiday,"Mist, Cloudy",0.659167,0.611121,0.799167,0.281104,1557,4419,5976,114,1,26407944
618,2012-09-09,fall,2012,September,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.61,0.578925,0.5475,0.224496,2570,5657,8227,113,1,46540139
619,2012-09-10,fall,2012,September,non holiday,monday,working day,"Clear, Partly cloudy",0.583333,0.565654,0.50375,0.258713,1118,6407,7525,112,1,48212675
620,2012-09-11,fall,2012,September,non holiday,tuesday,working day,"Clear, Partly cloudy",0.5775,0.554292,0.52,0.0920542,1070,6697,7767,111,1,52015599
621,2012-09-12,fall,2012,September,non holiday,wednesday,working day,"Clear, Partly cloudy",0.599167,0.570075,0.577083,0.131846,1050,6820,7870,110,1,53673400
622,2012-09-13,fall,2012,September,non holiday,thursday,working day,"Clear, Partly cloudy",0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,109,1,52677000
623,2012-09-14,fall,2012,September,non holiday,friday,working day,"Clear, Partly cloudy",0.633333,0.594083,0.6725,0.103863,1379,6630,8009,108,1,53099670
624,2012-09-15,fall,2012,September,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.608333,0.585867,0.501667,0.247521,3160,5554,8714,107,1,48397556
625,2012-09-16,fall,2012,September,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.58,0.563125,0.57,0.0901833,2166,5167,7333,106,1,37889611
626,2012-09-17,fall,2012,September,non holiday,monday,working day,"Mist, Cloudy",0.580833,0.55305,0.734583,0.151742,1022,5847,6869,105,1,40163043
627,2012-09-18,fall,2012,September,non holiday,tuesday,working day,"Mist, Cloudy",0.623333,0.565067,0.8725,0.357587,371,3702,4073,104,2,15078246
628,2012-09-19,fall,2012,September,non holiday,wednesday,working day,"Clear, Partly cloudy",0.5525,0.540404,0.536667,0.215175,788,6803,7591,103,1,51641573
629,2012-09-20,fall,2012,September,non holiday,thursday,working day,"Clear, Partly cloudy",0.546667,0.532192,0.618333,0.118167,939,6781,7720,102,1,52349320
630,2012-09-21,fall,2012,September,non holiday,friday,working day,"Clear, Partly cloudy",0.599167,0.571971,0.66875,0.154229,1250,6917,8167,101,1,56491139
631,2012-09-22,fall,2012,September,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.65,0.610488,0.646667,0.283583,2512,5883,8395,100,1,49387785
632,2012-09-23,winter,2012,September,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.529167,0.518933,0.467083,0.223258,2454,5453,7907,99,1,43116871
633,2012-09-24,winter,2012,September,non holiday,monday,working day,"Clear, Partly cloudy",0.514167,0.502513,0.492917,0.142404,1001,6435,7436,98,1,47850660
634,2012-09-25,winter,2012,September,non holiday,tuesday,working day,"Clear, Partly cloudy",0.55,0.544179,0.57,0.236321,845,6693,7538,97,1,50451834
635,2012-09-26,winter,2012,September,non holiday,wednesday,working day,"Clear, Partly cloudy",0.635,0.596613,0.630833,0.2444,787,6946,7733,96,1,53713418
636,2012-09-27,winter,2012,September,non holiday,thursday,working day,"Mist, Cloudy",0.65,0.607975,0.690833,0.134342,751,6642,7393,95,1,49104306
637,2012-09-28,winter,2012,September,non holiday,friday,working day,"Mist, Cloudy",0.619167,0.585863,0.69,0.164179,1045,6370,7415,94,1,47233550
638,2012-09-29,winter,2012,September,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.5425,0.530296,0.542917,0.227604,2589,5966,8555,93,1,51039130
639,2012-09-30,winter,2012,September,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.526667,0.517663,0.583333,0.134958,2015,4874,6889,92,1,33576986
640,2012-10-01,winter,2012,October,non holiday,monday,working day,"Mist, Cloudy",0.520833,0.512,0.649167,0.0908042,763,6015,6778,91,1,40769670
641,2012-10-02,winter,2012,October,non holiday,tuesday,working day,"Light Snow, Light Rain",0.590833,0.542333,0.871667,0.104475,315,4324,4639,90,1,20059036
642,2012-10-03,winter,2012,October,non holiday,wednesday,working day,"Mist, Cloudy",0.6575,0.599133,0.79375,0.0665458,728,6844,7572,89,1,51822768
643,2012-10-04,winter,2012,October,non holiday,thursday,working day,"Mist, Cloudy",0.6575,0.607975,0.722917,0.117546,891,6437,7328,88,1,47170336
644,2012-10-05,winter,2012,October,non holiday,friday,working day,"Clear, Partly cloudy",0.615,0.580187,0.6275,0.10635,1516,6640,8156,87,1,54155840
645,2012-10-06,winter,2012,October,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.554167,0.538521,0.664167,0.268025,3031,4934,7965,86,1,39299310
646,2012-10-07,winter,2012,October,non holiday,sunday,weekend/holiday,"Mist, Cloudy",0.415833,0.419813,0.708333,0.141162,781,2729,3510,85,1,9578790
647,2012-10-08,winter,2012,October,holiday,monday,weekend/holiday,"Mist, Cloudy",0.383333,0.387608,0.709583,0.189679,874,4604,5478,84,1,25220712
648,2012-10-09,winter,2012,October,non holiday,tuesday,working day,"Mist, Cloudy",0.446667,0.438112,0.761667,0.1903,601,5791,6392,83,1,37016072
649,2012-10-10,winter,2012,October,non holiday,wednesday,working day,"Clear, Partly cloudy",0.514167,0.503142,0.630833,0.187821,780,6911,7691,82,1,53152501
650,2012-10-11,winter,2012,October,non holiday,thursday,working day,"Clear, Partly cloudy",0.435,0.431167,0.463333,0.181596,834,6736,7570,81,1,50991520
651,2012-10-12,winter,2012,October,non holiday,friday,working day,"Clear, Partly cloudy",0.4375,0.433071,0.539167,0.235092,1060,6222,7282,80,1,45308604
652,2012-10-13,winter,2012,October,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.393333,0.391396,0.494583,0.146142,2252,4857,7109,79,1,34528413
653,2012-10-14,winter,2012,October,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.521667,0.508204,0.640417,0.278612,2080,4559,6639,78,1,30267201
654,2012-10-15,winter,2012,October,non holiday,monday,working day,"Mist, Cloudy",0.561667,0.53915,0.7075,0.296037,760,5115,5875,77,1,30050625
655,2012-10-16,winter,2012,October,non holiday,tuesday,working day,"Clear, Partly cloudy",0.468333,0.460846,0.558333,0.182221,922,6612,7534,76,2,49814808
656,2012-10-17,winter,2012,October,non holiday,wednesday,working day,"Clear, Partly cloudy",0.455833,0.450108,0.692917,0.101371,979,6482,7461,75,1,48362202
657,2012-10-18,winter,2012,October,non holiday,thursday,working day,"Mist, Cloudy",0.5225,0.512625,0.728333,0.236937,1008,6501,7509,74,1,48816009
658,2012-10-19,winter,2012,October,non holiday,friday,working day,"Mist, Cloudy",0.563333,0.537896,0.815,0.134954,753,4671,5424,73,1,25335504
659,2012-10-20,winter,2012,October,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.484167,0.472842,0.572917,0.117537,2806,5284,8090,72,1,42747560
660,2012-10-21,winter,2012,October,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.464167,0.456429,0.51,0.166054,2132,4692,6824,71,2,32018208
661,2012-10-22,winter,2012,October,non holiday,monday,working day,"Clear, Partly cloudy",0.4875,0.482942,0.568333,0.0814833,830,6228,7058,70,1,43957224
662,2012-10-23,winter,2012,October,non holiday,tuesday,working day,"Clear, Partly cloudy",0.544167,0.530304,0.641667,0.0945458,841,6625,7466,69,1,49462250
663,2012-10-24,winter,2012,October,non holiday,wednesday,working day,"Clear, Partly cloudy",0.5875,0.558721,0.63625,0.0727792,795,6898,7693,68,1,53066314
664,2012-10-25,winter,2012,October,non holiday,thursday,working day,"Mist, Cloudy",0.55,0.529688,0.800417,0.124375,875,6484,7359,67,1,47715756
665,2012-10-26,winter,2012,October,non holiday,friday,working day,"Mist, Cloudy",0.545833,0.52275,0.807083,0.132467,1182,6262,7444,66,1,46614328
666,2012-10-27,winter,2012,October,non holiday,saturday,weekend/holiday,"Mist, Cloudy",0.53,0.515133,0.72,0.235692,2643,5209,7852,65,1,40901068
667,2012-10-28,winter,2012,October,non holiday,sunday,weekend/holiday,"Mist, Cloudy",0.4775,0.467771,0.694583,0.398008,998,3461,4459,64,2,15432599
668,2012-10-29,winter,2012,October,non holiday,monday,working day,"Light Snow, Light Rain",0.44,0.4394,0.88,0.3582,2,20,22,63,1,440
669,2012-10-30,winter,2012,October,non holiday,tuesday,working day,"Mist, Cloudy",0.318182,0.309909,0.825455,0.213009,87,1009,1096,62,2,1105864
670,2012-10-31,winter,2012,October,non holiday,wednesday,working day,"Mist, Cloudy",0.3575,0.3611,0.666667,0.166667,419,5147,5566,61,1,28648202
671,2012-11-01,winter,2012,November,non holiday,thursday,working day,"Mist, Cloudy",0.365833,0.369942,0.581667,0.157346,466,5520,5986,60,1,33042720
672,2012-11-02,winter,2012,November,non holiday,friday,working day,"Clear, Partly cloudy",0.355,0.356042,0.522083,0.266175,618,5229,5847,59,2,30573963
673,2012-11-03,winter,2012,November,non holiday,saturday,weekend/holiday,"Mist, Cloudy",0.343333,0.323846,0.49125,0.270529,1029,4109,5138,58,1,21112042
674,2012-11-04,winter,2012,November,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.325833,0.329538,0.532917,0.179108,1201,3906,5107,57,1,19947942
675,2012-11-05,winter,2012,November,non holiday,monday,working day,"Clear, Partly cloudy",0.319167,0.308075,0.494167,0.236325,378,4881,5259,56,1,25669179
676,2012-11-06,winter,2012,November,non holiday,tuesday,working day,"Clear, Partly cloudy",0.280833,0.281567,0.567083,0.173513,466,5220,5686,55,1,29680920
677,2012-11-07,winter,2012,November,non holiday,wednesday,working day,"Mist, Cloudy",0.295833,0.274621,0.5475,0.304108,326,4709,5035,54,1,23709815
678,2012-11-08,winter,2012,November,non holiday,thursday,working day,"Clear, Partly cloudy",0.352174,0.341891,0.333478,0.347835,340,4975,5315,53,1,26442125
679,2012-11-09,winter,2012,November,non holiday,friday,working day,"Clear, Partly cloudy",0.361667,0.355413,0.540833,0.214558,709,5283,5992,52,1,31655736
680,2012-11-10,winter,2012,November,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,51,2,29059056
681,2012-11-11,winter,2012,November,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.420833,0.421713,0.659167,0.1275,2290,4562,6852,50,1,31258824
682,2012-11-12,winter,2012,November,holiday,monday,weekend/holiday,"Clear, Partly cloudy",0.485,0.475383,0.741667,0.173517,1097,5172,6269,49,1,32423268
683,2012-11-13,winter,2012,November,non holiday,tuesday,working day,"Mist, Cloudy",0.343333,0.323225,0.662917,0.342046,327,3767,4094,48,1,15422098
684,2012-11-14,winter,2012,November,non holiday,wednesday,working day,"Clear, Partly cloudy",0.289167,0.281563,0.552083,0.199625,373,5122,5495,47,1,28145390
685,2012-11-15,winter,2012,November,non holiday,thursday,working day,"Mist, Cloudy",0.321667,0.324492,0.620417,0.152987,320,5125,5445,46,1,27905625
686,2012-11-16,winter,2012,November,non holiday,friday,working day,"Clear, Partly cloudy",0.345,0.347204,0.524583,0.171025,484,5214,5698,45,2,29709372
687,2012-11-17,winter,2012,November,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.325,0.326383,0.545417,0.179729,1313,4316,5629,44,1,24294764
688,2012-11-18,winter,2012,November,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.3425,0.337746,0.692917,0.227612,922,3747,4669,43,1,17494743
689,2012-11-19,winter,2012,November,non holiday,monday,working day,"Mist, Cloudy",0.380833,0.375621,0.623333,0.235067,449,5050,5499,42,1,27769950
690,2012-11-20,winter,2012,November,non holiday,tuesday,working day,"Mist, Cloudy",0.374167,0.380667,0.685,0.082725,534,5100,5634,41,1,28733400
691,2012-11-21,winter,2012,November,non holiday,wednesday,working day,"Clear, Partly cloudy",0.353333,0.364892,0.61375,0.103246,615,4531,5146,40,1,23316526
692,2012-11-22,winter,2012,November,holiday,thursday,weekend/holiday,"Clear, Partly cloudy",0.34,0.350371,0.580417,0.0528708,955,1470,2425,39,2,3564750
693,2012-11-23,winter,2012,November,non holiday,friday,working day,"Clear, Partly cloudy",0.368333,0.378779,0.56875,0.148021,1603,2307,3910,38,1,9020370
694,2012-11-24,winter,2012,November,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.278333,0.248742,0.404583,0.376871,532,1745,2277,37,1,3973365
695,2012-11-25,winter,2012,November,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.245833,0.257583,0.468333,0.1505,309,2115,2424,36,2,5126760
696,2012-11-26,winter,2012,November,non holiday,monday,working day,"Clear, Partly cloudy",0.313333,0.339004,0.535417,0.04665,337,4750,5087,35,1,24163250
697,2012-11-27,winter,2012,November,non holiday,tuesday,working day,"Mist, Cloudy",0.291667,0.281558,0.786667,0.237562,123,3836,3959,34,1,15186724
698,2012-11-28,winter,2012,November,non holiday,wednesday,working day,"Clear, Partly cloudy",0.296667,0.289762,0.50625,0.210821,198,5062,5260,33,2,26626120
699,2012-11-29,winter,2012,November,non holiday,thursday,working day,"Clear, Partly cloudy",0.28087,0.298422,0.555652,0.115522,243,5080,5323,32,1,27040840
700,2012-11-30,winter,2012,November,non holiday,friday,working day,"Clear, Partly cloudy",0.298333,0.323867,0.649583,0.0584708,362,5306,5668,31,1,30074408
701,2012-12-01,winter,2012,December,non holiday,saturday,weekend/holiday,"Mist, Cloudy",0.298333,0.316904,0.806667,0.0597042,951,4240,5191,30,2,22009840
702,2012-12-02,winter,2012,December,non holiday,sunday,weekend/holiday,"Mist, Cloudy",0.3475,0.359208,0.823333,0.124379,892,3757,4649,29,2,17466293
703,2012-12-03,winter,2012,December,non holiday,monday,working day,"Clear, Partly cloudy",0.4525,0.455796,0.7675,0.0827208,555,5679,6234,28,1,35402886
